period,dim1,dim2,gl_account,line_type,forecast_amount,actual_amount,variance_abs,variance_pct,plan_type
2026-11-01,CC400,2000,600200,Opex,6549.89,6835.58,285.6899999999996,0.043617526401206676,Forecast
2026-11-01,CC400,2000,620000,Opex,2314.04,2316.17,2.130000000000109,0.000920468099082172,Forecast
2026-11-01,CC400,2000,630000,Opex,6023.01,5164.21,-858.8000000000002,-0.14258651405194414,Forecast
2026-11-01,CC400,2000,640000,Opex,3238.63,3489.73,251.0999999999999,0.07753278392406662,Forecast
2026-11-01,CC400,3000,600000,Opex,42902.36,43571.47,669.1100000000006,0.015596111729051749,Forecast
2026-11-01,CC400,3000,600100,Opex,8846.91,9102.75,255.84000000000015,0.02891857156905633,Forecast
2026-11-01,CC400,3000,600200,Opex,3390.6,3452.9,62.30000000000018,0.018374329027310853,Forecast
2026-11-01,CC400,3000,620000,Opex,1037.4,1199.43,162.02999999999997,0.1561885482938114,Forecast
2026-11-01,CC400,3000,630000,Opex,2475.91,2957.5,481.59000000000015,0.19451030126297006,Forecast
2026-11-01,CC400,3000,640000,Opex,1724.06,1762.61,38.549999999999955,0.02236001067248237,Forecast
2026-11-01,CC500,1000,500000,Opex,507727.87,586315.01,78587.14000000001,0.15478200950442214,Forecast
2026-11-01,CC500,1000,500100,Opex,218871.3,213509.24,-5362.059999999998,-0.024498689412453794,Forecast
2026-11-01,CC500,1000,600000,Opex,107172.94,109751.38,2578.4400000000023,0.02405868496282739,Forecast
2026-11-01,CC500,1000,600100,Opex,21534.0,22509.97,975.9700000000012,0.04532228104393058,Forecast
2026-11-01,CC500,1000,600200,Opex,8423.07,8324.38,-98.69000000000051,-0.011716630634673642,Forecast
2026-11-01,CC500,2000,500000,Opex,251132.33,243207.99,-7924.3399999999965,-0.03155443984452339,Forecast
2026-11-01,CC500,2000,500100,Opex,112123.46,111757.25,-366.2100000000064,-0.00326613181576814,Forecast
2026-11-01,CC500,2000,600000,Opex,59774.02,60444.58,670.560000000005,0.01121825167522621,Forecast
2026-11-01,CC500,2000,600100,Opex,12359.16,12223.54,-135.61999999999898,-0.01097323766340099,Forecast
2026-11-01,CC500,2000,600200,Opex,4552.98,4944.81,391.83000000000084,0.08606011886720365,Forecast
2026-11-01,CC500,3000,500000,Opex,136402.71,158518.53,22115.820000000007,0.16213622148709514,Forecast
2026-11-01,CC500,3000,500100,Opex,61502.93,60448.46,-1054.4700000000012,-0.01714503682995267,Forecast
2026-11-01,CC500,3000,600000,Opex,29340.58,30167.66,827.0799999999981,0.02818894514014372,Forecast
2026-11-01,CC500,3000,600100,Opex,5972.84,6210.87,238.02999999999975,0.039852063674901676,Forecast
2026-11-01,CC500,3000,600200,Opex,2282.86,2345.54,62.679999999999836,0.02745678666234453,Forecast
2026-12-01,PC10,1000,400000,Revenue,1275366.24,1256876.32,-18489.919999999925,-0.014497733607877159,Forecast
2026-12-01,PC10,2000,400000,Revenue,697523.37,685568.9,-11954.469999999972,-0.017138450859359698,Forecast
2026-12-01,PC10,3000,400000,Revenue,347889.9,342784.45,-5105.450000000012,-0.014675476350420094,Forecast
2026-12-01,PC20,1000,400000,Revenue,918373.94,926532.64,8158.70000000007,0.008883853999602896,Forecast
2026-12-01,PC20,2000,400000,Revenue,501691.3,505381.44,3690.140000000014,0.007355399625227733,Forecast
2026-12-01,PC20,3000,400000,Revenue,247668.82,252690.72,5021.899999999994,0.02027667431047636,Forecast
2026-12-01,PC30,1000,400100,Revenue,265235.03,276842.33,11607.299999999988,0.04376231902701535,Forecast
2026-12-01,PC30,2000,400100,Revenue,141457.74,151004.91,9547.170000000013,0.06749132285020257,Forecast
2026-12-01,PC30,3000,400100,Revenue,70273.34,75502.45,5229.110000000001,0.07441100707608321,Forecast
2026-12-01,PC40,1000,400200,Revenue,464507.2,446077.53,-18429.669999999984,-0.03967574668379733,Forecast
2026-12-01,PC40,2000,400200,Revenue,250343.26,243315.02,-7028.24000000002,-0.02807441270837497,Forecast
2026-12-01,PC40,3000,400200,Revenue,126608.7,121657.51,-4951.190000000002,-0.039106238354868206,Forecast
2026-12-01,CC100,1000,600000,Opex,281214.24,292211.55,10997.309999999998,0.03910651893019357,Forecast
2026-12-01,CC100,1000,600100,Opex,60569.43,60919.46,350.02999999999884,0.005778987849150947,Forecast
2026-12-01,CC100,1000,600200,Opex,22638.06,23104.17,466.10999999999694,0.020589661834980424,Forecast
2026-12-01,CC100,1000,610000,Opex,128243.71,161653.49,33409.779999999984,0.26051788426894373,Forecast
2026-12-01,CC100,1000,620000,Opex,19915.43,16460.87,-3454.5600000000013,-0.1734614818761132,Forecast
2026-12-01,CC100,1000,630000,Opex,14980.69,17149.5,2168.8099999999995,0.14477370535002054,Forecast
2026-12-01,CC100,1000,640000,Opex,11367.31,11687.97,320.65999999999985,0.028208960607214888,Forecast
2026-12-01,CC100,2000,600000,Opex,157636.91,165634.39,7997.4800000000105,0.05073354964900042,Forecast
2026-12-01,CC100,2000,600100,Opex,32701.05,33348.18,647.130000000001,0.019789272821514936,Forecast
2026-12-01,CC100,2000,600200,Opex,12253.23,12320.0,66.77000000000044,0.0054491754419039255,Forecast
2026-12-01,CC100,2000,610000,Opex,70386.58,78587.0,8200.419999999998,0.11650544748729087,Forecast
2026-12-01,CC100,2000,620000,Opex,10944.25,11126.0,181.75,0.016606894031112228,Forecast
2026-12-01,CC100,2000,630000,Opex,7924.36,9166.15,1241.79,0.15670539955277146,Forecast
2026-12-01,CC100,2000,640000,Opex,6078.14,6257.23,179.08999999999924,0.02946460594853018,Forecast
2026-12-01,CC100,3000,600000,Opex,79445.94,80053.86,607.9199999999983,0.007651995809980954,Forecast
2026-12-01,CC100,3000,600100,Opex,16456.2,16102.53,-353.6700000000001,-0.021491595872680208,Forecast
2026-12-01,CC100,3000,600200,Opex,5971.89,6334.9,363.0099999999993,0.060786451190494015,Forecast
2026-12-01,CC100,3000,610000,Opex,37473.93,37898.93,425.0,0.011341217747911681,Forecast
2026-12-01,CC100,3000,620000,Opex,5025.01,4692.34,-332.6700000000001,-0.06620285332765508,Forecast
2026-12-01,CC100,3000,630000,Opex,4196.06,3931.39,-264.6700000000005,-0.06307583780975498,Forecast
2026-12-01,CC100,3000,640000,Opex,3159.57,2970.92,-188.6500000000001,-0.05970749184224438,Forecast
2026-12-01,CC200,1000,600000,Opex,552028.83,575677.91,23649.080000000075,0.04284029875758495,Forecast
2026-12-01,CC200,1000,600100,Opex,118118.96,119707.09,1588.12999999999,0.013445174254835887,Forecast
2026-12-01,CC200,1000,600200,Opex,44590.21,44601.6,11.389999999999418,0.00025543723611078345,Forecast
2026-12-01,CC200,1000,620000,Opex,11951.35,9552.85,-2398.5,-0.20068862513439903,Forecast
2026-12-01,CC200,1000,630000,Opex,51886.49,51046.42,-840.0699999999997,-0.01619053437609674,Forecast
2026-12-01,CC200,1000,640000,Opex,22400.85,21132.66,-1268.1899999999987,-0.05661347672074938,Forecast
2026-12-01,CC200,1000,660000,Opex,21092.78,25125.84,4033.0600000000013,0.19120571114855422,Forecast
2026-12-01,CC200,2000,600000,Opex,312518.31,332222.58,19704.27000000002,0.06304996977617093,Forecast
2026-12-01,CC200,2000,600100,Opex,63004.51,65446.95,2442.439999999995,0.03876611372741404,Forecast
2026-12-01,CC200,2000,600200,Opex,24009.12,25066.87,1057.75,0.04405617532004505,Forecast
2026-12-01,CC200,2000,620000,Opex,5672.82,5722.54,49.720000000000255,0.008764600322238367,Forecast
2026-12-01,CC200,2000,630000,Opex,29176.07,30300.46,1124.3899999999994,0.038538089605625415,Forecast
2026-12-01,CC200,2000,640000,Opex,11350.7,13950.27,2599.5699999999997,0.22902287964618917,Forecast
2026-12-01,CC200,2000,660000,Opex,11514.1,13146.2,1632.1000000000004,0.1417479438253967,Forecast
2026-12-01,CC200,3000,600000,Opex,153858.16,159732.67,5874.510000000009,0.03818133532859102,Forecast
2026-12-01,CC200,3000,600100,Opex,32209.52,32243.6,34.07999999999811,0.0010580722718003283,Forecast
2026-12-01,CC200,3000,600200,Opex,11817.39,12603.19,785.8000000000011,0.06649522441080485,Forecast
2026-12-01,CC200,3000,620000,Opex,3029.23,2733.2,-296.0300000000002,-0.0977245042469539,Forecast
2026-12-01,CC200,3000,630000,Opex,13232.7,16364.61,3131.91,0.23667958919948306,Forecast
2026-12-01,CC200,3000,640000,Opex,6385.07,7819.15,1434.08,0.22459894723158869,Forecast
2026-12-01,CC200,3000,660000,Opex,6272.15,6428.7,156.55000000000018,0.02495954337826745,Forecast
2026-12-01,CC300,1000,600000,Opex,95565.33,88820.93,-6744.400000000009,-0.07057371119840228,Forecast
2026-12-01,CC300,1000,600100,Opex,19321.79,18658.05,-663.7400000000016,-0.034351889757626056,Forecast
2026-12-01,CC300,1000,600200,Opex,6993.43,6686.24,-307.1900000000005,-0.04392551294572199,Forecast
2026-12-01,CC300,1000,630000,Opex,4613.44,4236.23,-377.21000000000004,-0.08176328292987448,Forecast
2026-12-01,CC300,1000,640000,Opex,3873.64,3471.62,-402.02,-0.10378352144236429,Forecast
2026-12-01,CC300,1000,650000,Opex,16934.12,15047.35,-1886.7699999999986,-0.11141824907346816,Forecast
2026-12-01,CC300,1000,660000,Opex,3676.82,3334.01,-342.80999999999995,-0.09323545890198594,Forecast
2026-12-01,CC300,2000,600000,Opex,50661.2,49212.39,-1448.8099999999977,-0.028598019786345324,Forecast
2026-12-01,CC300,2000,600100,Opex,10471.84,10168.15,-303.6900000000005,-0.02900063408149862,Forecast
2026-12-01,CC300,2000,600200,Opex,3811.09,3781.12,-29.970000000000255,-0.007863891957419072,Forecast
2026-12-01,CC300,2000,630000,Opex,2605.32,2594.46,-10.860000000000127,-0.00416839390170886,Forecast
2026-12-01,CC300,2000,640000,Opex,1906.91,1640.82,-266.09000000000015,-0.13953988389593644,Forecast
2026-12-01,CC300,2000,650000,Opex,10652.86,10852.88,200.01999999999862,0.018776178415936998,Forecast
2026-12-01,CC300,2000,660000,Opex,1954.15,1995.51,41.3599999999999,0.021165212496481796,Forecast
2026-12-01,CC300,3000,600000,Opex,26050.8,23992.14,-2058.66,-0.07902482841217928,Forecast
2026-12-01,CC300,3000,600100,Opex,5110.33,5072.47,-37.85999999999967,-0.0074085235200074505,Forecast
2026-12-01,CC300,3000,600200,Opex,1997.5,1926.96,-70.53999999999996,-0.03531414267834792,Forecast
2026-12-01,CC300,3000,630000,Opex,1478.85,1059.1,-419.75,-0.28383541265172263,Forecast
2026-12-01,CC300,3000,640000,Opex,1100.9,848.31,-252.59000000000015,-0.2294395494595332,Forecast
2026-12-01,CC300,3000,650000,Opex,5269.95,4883.69,-386.2600000000002,-0.07329481304376706,Forecast
2026-12-01,CC300,3000,660000,Opex,957.46,995.86,38.39999999999998,0.04010611409353913,Forecast
2026-12-01,CC400,1000,600000,Opex,161958.41,165191.85,3233.4400000000023,0.019964631660683765,Forecast
2026-12-01,CC400,1000,600100,Opex,33841.41,34054.62,213.20999999999913,0.006300269403668438,Forecast
2026-12-01,CC400,1000,600200,Opex,12726.51,12943.7,217.1900000000005,0.01706595130951066,Forecast
2026-12-01,CC400,1000,620000,Opex,4131.83,4368.56,236.73000000000047,0.05729422556107112,Forecast
2026-12-01,CC400,1000,630000,Opex,10385.86,11365.01,979.1499999999996,0.09427721921920762,Forecast
2026-12-01,CC400,1000,640000,Opex,6462.89,6242.07,-220.82000000000062,-0.03416737713314022,Forecast
2026-12-01,CC400,2000,600000,Opex,85469.89,90101.05,4631.1600000000035,0.05418469592039961,Forecast
2026-12-01,CC400,2000,600100,Opex,18196.56,18917.68,721.119999999999,0.03962946842699933,Forecast
2026-12-01,CC400,2000,600200,Opex,6767.35,7051.68,284.3299999999999,0.042014968931708856,Forecast
2026-12-01,CC400,2000,620000,Opex,2306.1,2576.39,270.28999999999996,0.11720653917869996,Forecast
2026-12-01,CC400,2000,630000,Opex,6172.21,5662.51,-509.6999999999998,-0.08257982149019553,Forecast
2026-12-01,CC400,2000,640000,Opex,3198.02,3442.23,244.21000000000004,0.0763628745286146,Forecast
2026-12-01,CC400,3000,600000,Opex,44185.86,44561.83,375.97000000000116,0.008508830653064152,Forecast
2026-12-01,CC400,3000,600100,Opex,9016.29,9158.13,141.83999999999833,0.015731525938051938,Forecast
2026-12-01,CC400,3000,600200,Opex,3468.17,3418.97,-49.20000000000027,-0.014186155811278071,Forecast
2026-12-01,CC400,3000,620000,Opex,1041.6,1305.82,264.22,0.25366743471582187,Forecast
2026-12-01,CC400,3000,630000,Opex,2566.62,2826.86,260.24000000000024,0.10139405132041371,Forecast
2026-12-01,CC400,3000,640000,Opex,1718.34,1603.24,-115.09999999999991,-0.06698325127739557,Forecast
2026-12-01,CC500,1000,500000,Opex,529299.3,426639.16,-102660.14000000007,-0.1939548002425094,Forecast
2026-12-01,CC500,1000,500100,Opex,224457.17,210616.94,-13840.23000000001,-0.061660895038461054,Forecast
2026-12-01,CC500,1000,600000,Opex,108818.24,112412.78,3594.5399999999936,0.033032513666826385,Forecast
2026-12-01,CC500,1000,600100,Opex,22570.59,22670.72,100.13000000000102,0.004436304057625477,Forecast
2026-12-01,CC500,1000,600200,Opex,8570.84,8569.81,-1.0300000000006548,-0.0001201749186778256,Forecast
2026-12-01,CC500,2000,500000,Opex,256828.75,240304.84,-16523.910000000003,-0.06433824094849196,Forecast
2026-12-01,CC500,2000,500100,Opex,115473.28,129696.43,14223.149999999994,0.12317265085048242,Forecast
2026-12-01,CC500,2000,600000,Opex,59891.08,60609.58,718.5,0.011996778151270607,Forecast
2026-12-01,CC500,2000,600100,Opex,12270.43,12615.96,345.52999999999884,0.02815956735012537,Forecast
2026-12-01,CC500,2000,600200,Opex,4663.59,4701.31,37.720000000000255,0.008088189570695592,Forecast
2026-12-01,CC500,3000,500000,Opex,140423.27,131319.89,-9103.379999999976,-0.06482814422424414,Forecast
2026-12-01,CC500,3000,500100,Opex,62962.74,60645.72,-2317.019999999997,-0.036799859726562044,Forecast
2026-12-01,CC500,3000,600000,Opex,29199.6,30993.37,1793.7700000000004,0.0614313209769997,Forecast
2026-12-01,CC500,3000,600100,Opex,6105.65,6356.11,250.46000000000004,0.04102102151286105,Forecast
2026-12-01,CC500,3000,600200,Opex,2309.34,2373.68,64.33999999999969,0.02786077407397771,Forecast
