document_number,posting_date,period,company_code,profit_center,cost_center,gl_account,amount,debit_credit,document_type,source
4900002387,2024-07-05,2024-07-01,1000,,CC500,600100,15433.87,D,SA,Payroll/AP
4900002388,2024-07-28,2024-07-01,1000,,CC500,600200,5627.16,D,SA,Payroll/AP
4900002389,2024-07-09,2024-07-01,1000,,CC500,500000,353026.75,D,SA,Payroll/AP
4900002390,2024-07-02,2024-07-01,1000,,CC500,500100,130166.78,D,SA,Payroll/AP
4900002391,2024-07-21,2024-07-01,2000,,CC500,600000,40240.93,D,SA,Payroll/AP
4900002392,2024-07-16,2024-07-01,2000,,CC500,600100,8274.91,D,SA,Payroll/AP
4900002393,2024-07-28,2024-07-01,2000,,CC500,600200,3182.43,D,SA,Payroll/AP
4900002394,2024-07-12,2024-07-01,2000,,CC500,500000,198812.19,D,SA,Payroll/AP
4900002395,2024-07-18,2024-07-01,2000,,CC500,500100,68316.5,D,SA,Payroll/AP
4900002396,2024-07-04,2024-07-01,3000,,CC500,600000,20726.66,D,SA,Payroll/AP
4900002397,2024-07-23,2024-07-01,3000,,CC500,600100,4186.68,D,SA,Payroll/AP
4900002398,2024-07-28,2024-07-01,3000,,CC500,600200,1552.52,D,SA,Payroll/AP
4900002399,2024-07-17,2024-07-01,3000,,CC500,500000,90886.02,D,SA,Payroll/AP
4900002400,2024-07-28,2024-07-01,3000,,CC500,500100,38586.98,D,SA,Payroll/AP
4900002401,2024-08-04,2024-08-01,1000,,CC100,600000,225590.71,D,SA,Payroll/AP
4900002402,2024-08-10,2024-08-01,1000,,CC100,600100,44515.21,D,SA,Payroll/AP
4900002403,2024-08-03,2024-08-01,1000,,CC100,600200,16093.9,D,SA,Payroll/AP
4900002404,2024-08-25,2024-08-01,1000,,CC100,610000,91088.66,D,SA,Payroll/AP
4900002405,2024-08-06,2024-08-01,1000,,CC100,620000,15200.23,D,SA,Payroll/AP
4900002406,2024-08-09,2024-08-01,1000,,CC100,630000,13337.5,D,SA,Payroll/AP
4900002407,2024-08-15,2024-08-01,1000,,CC100,640000,6962.55,D,SA,Payroll/AP
4900002408,2024-08-17,2024-08-01,2000,,CC100,600000,112800.99,D,SA,Payroll/AP
4900002409,2024-08-05,2024-08-01,2000,,CC100,600100,24942.29,D,SA,Payroll/AP
4900002410,2024-08-27,2024-08-01,2000,,CC100,600200,9086.24,D,SA,Payroll/AP
4900002411,2024-08-14,2024-08-01,2000,,CC100,610000,48026.62,D,SA,Payroll/AP
4900002412,2024-08-03,2024-08-01,2000,,CC100,620000,7915.01,D,SA,Payroll/AP
4900002413,2024-08-08,2024-08-01,2000,,CC100,630000,4426.4,D,SA,Payroll/AP
4900002414,2024-08-27,2024-08-01,2000,,CC100,640000,4509.52,D,SA,Payroll/AP
4900002415,2024-08-15,2024-08-01,3000,,CC100,600000,58988.15,D,SA,Payroll/AP
4900002416,2024-08-12,2024-08-01,3000,,CC100,600100,12243.53,D,SA,Payroll/AP
4900002417,2024-08-01,2024-08-01,3000,,CC100,600200,4416.58,D,SA,Payroll/AP
4900002418,2024-08-14,2024-08-01,3000,,CC100,610000,26521.96,D,SA,Payroll/AP
4900002419,2024-08-02,2024-08-01,3000,,CC100,620000,3409.01,D,SA,Payroll/AP
4900002420,2024-08-13,2024-08-01,3000,,CC100,630000,3082.08,D,SA,Payroll/AP
4900002421,2024-08-17,2024-08-01,3000,,CC100,640000,2052.19,D,SA,Payroll/AP
4900002422,2024-08-12,2024-08-01,1000,,CC200,600000,409240.84,D,SA,Payroll/AP
4900002423,2024-08-08,2024-08-01,1000,,CC200,600100,82951.98,D,SA,Payroll/AP
4900002424,2024-08-13,2024-08-01,1000,,CC200,600200,32152.45,D,SA,Payroll/AP
4900002425,2024-08-03,2024-08-01,1000,,CC200,630000,40207.73,D,SA,Payroll/AP
4900002426,2024-08-12,2024-08-01,1000,,CC200,640000,15497.23,D,SA,Payroll/AP
4900002427,2024-08-08,2024-08-01,1000,,CC200,620000,7965.12,D,SA,Payroll/AP
4900002428,2024-08-01,2024-08-01,1000,,CC200,660000,14720.13,D,SA,Payroll/AP
4900002429,2024-08-11,2024-08-01,2000,,CC200,600000,224084.1,D,SA,Payroll/AP
4900002430,2024-08-04,2024-08-01,2000,,CC200,600100,46196.7,D,SA,Payroll/AP
4900002431,2024-08-27,2024-08-01,2000,,CC200,600200,18250.13,D,SA,Payroll/AP
4900002432,2024-08-23,2024-08-01,2000,,CC200,630000,17981.71,D,SA,Payroll/AP
4900002433,2024-08-21,2024-08-01,2000,,CC200,640000,9940.11,D,SA,Payroll/AP
4900002434,2024-08-11,2024-08-01,2000,,CC200,620000,4767.46,D,SA,Payroll/AP
4900002435,2024-08-26,2024-08-01,2000,,CC200,660000,8792.25,D,SA,Payroll/AP
4900002436,2024-08-05,2024-08-01,3000,,CC200,600000,116682.18,D,SA,Payroll/AP
4900002437,2024-08-05,2024-08-01,3000,,CC200,600100,23293.64,D,SA,Payroll/AP
4900002438,2024-08-02,2024-08-01,3000,,CC200,600200,8738.07,D,SA,Payroll/AP
4900002439,2024-08-10,2024-08-01,3000,,CC200,630000,10061.95,D,SA,Payroll/AP
4900002440,2024-08-27,2024-08-01,3000,,CC200,640000,4865.75,D,SA,Payroll/AP
4900002441,2024-08-16,2024-08-01,3000,,CC200,620000,2405.32,D,SA,Payroll/AP
4900002442,2024-08-23,2024-08-01,3000,,CC200,660000,4199.67,D,SA,Payroll/AP
4900002443,2024-08-27,2024-08-01,1000,,CC300,600000,74418.7,D,SA,Payroll/AP
4900002444,2024-08-05,2024-08-01,1000,,CC300,600100,15615.42,D,SA,Payroll/AP
4900002445,2024-08-25,2024-08-01,1000,,CC300,600200,5785.57,D,SA,Payroll/AP
4900002446,2024-08-23,2024-08-01,1000,,CC300,650000,14605.75,D,SA,Payroll/AP
4900002447,2024-08-16,2024-08-01,1000,,CC300,630000,4404.81,D,SA,Payroll/AP
4900002448,2024-08-15,2024-08-01,1000,,CC300,640000,2805.39,D,SA,Payroll/AP
4900002449,2024-08-20,2024-08-01,1000,,CC300,660000,2933.53,D,SA,Payroll/AP
4900002450,2024-08-01,2024-08-01,2000,,CC300,600000,42195.56,D,SA,Payroll/AP
4900002451,2024-08-03,2024-08-01,2000,,CC300,600100,8792.17,D,SA,Payroll/AP
4900002452,2024-08-01,2024-08-01,2000,,CC300,600200,3096.36,D,SA,Payroll/AP
4900002453,2024-08-09,2024-08-01,2000,,CC300,650000,7613.39,D,SA,Payroll/AP
4900002454,2024-08-07,2024-08-01,2000,,CC300,630000,2207.03,D,SA,Payroll/AP
4900002455,2024-08-27,2024-08-01,2000,,CC300,640000,1815.56,D,SA,Payroll/AP
4900002456,2024-08-05,2024-08-01,2000,,CC300,660000,1581.16,D,SA,Payroll/AP
4900002457,2024-08-18,2024-08-01,3000,,CC300,600000,19938.65,D,SA,Payroll/AP
4900002458,2024-08-24,2024-08-01,3000,,CC300,600100,4302.14,D,SA,Payroll/AP
4900002459,2024-08-20,2024-08-01,3000,,CC300,600200,1573.3,D,SA,Payroll/AP
4900002460,2024-08-17,2024-08-01,3000,,CC300,650000,3509.93,D,SA,Payroll/AP
4900002461,2024-08-14,2024-08-01,3000,,CC300,630000,996.04,D,SA,Payroll/AP
4900002462,2024-08-04,2024-08-01,3000,,CC300,640000,782.07,D,SA,Payroll/AP
4900002463,2024-08-25,2024-08-01,3000,,CC300,660000,772.68,D,SA,Payroll/AP
4900002464,2024-08-10,2024-08-01,1000,,CC400,600000,112805.02,D,SA,Payroll/AP
4900002465,2024-08-08,2024-08-01,1000,,CC400,600100,24641.62,D,SA,Payroll/AP
4900002466,2024-08-10,2024-08-01,1000,,CC400,600200,9309.2,D,SA,Payroll/AP
4900002467,2024-08-04,2024-08-01,1000,,CC400,630000,8057.65,D,SA,Payroll/AP
4900002468,2024-08-02,2024-08-01,1000,,CC400,620000,2681.66,D,SA,Payroll/AP
4900002469,2024-08-08,2024-08-01,1000,,CC400,640000,4447.42,D,SA,Payroll/AP
4900002470,2024-08-14,2024-08-01,2000,,CC400,600000,64664.05,D,SA,Payroll/AP
4900002471,2024-08-21,2024-08-01,2000,,CC400,600100,13425.03,D,SA,Payroll/AP
4900002472,2024-08-26,2024-08-01,2000,,CC400,600200,5041.3,D,SA,Payroll/AP
4900002473,2024-08-20,2024-08-01,2000,,CC400,630000,3841.31,D,SA,Payroll/AP
4900002474,2024-08-15,2024-08-01,2000,,CC400,620000,1671.87,D,SA,Payroll/AP
4900002475,2024-08-03,2024-08-01,2000,,CC400,640000,2601.15,D,SA,Payroll/AP
4900002476,2024-08-04,2024-08-01,3000,,CC400,600000,32934.69,D,SA,Payroll/AP
4900002477,2024-08-27,2024-08-01,3000,,CC400,600100,6657.19,D,SA,Payroll/AP
4900002478,2024-08-16,2024-08-01,3000,,CC400,600200,2500.61,D,SA,Payroll/AP
4900002479,2024-08-20,2024-08-01,3000,,CC400,630000,2068.66,D,SA,Payroll/AP
4900002480,2024-08-18,2024-08-01,3000,,CC400,620000,936.33,D,SA,Payroll/AP
4900002481,2024-08-01,2024-08-01,3000,,CC400,640000,1281.32,D,SA,Payroll/AP
4900002482,2024-08-21,2024-08-01,1000,,CC500,600000,75045.55,D,SA,Payroll/AP
4900002483,2024-08-17,2024-08-01,1000,,CC500,600100,16103.36,D,SA,Payroll/AP
4900002484,2024-08-19,2024-08-01,1000,,CC500,600200,5955.88,D,SA,Payroll/AP
4900002485,2024-08-08,2024-08-01,1000,,CC500,500000,327463.15,D,SA,Payroll/AP
4900002486,2024-08-23,2024-08-01,1000,,CC500,500100,139806.11,D,SA,Payroll/AP
4900002487,2024-08-05,2024-08-01,2000,,CC500,600000,41746.49,D,SA,Payroll/AP
4900002488,2024-08-10,2024-08-01,2000,,CC500,600100,8591.75,D,SA,Payroll/AP
4900002489,2024-08-14,2024-08-01,2000,,CC500,600200,3204.93,D,SA,Payroll/AP
4900002490,2024-08-01,2024-08-01,2000,,CC500,500000,192016.62,D,SA,Payroll/AP
4900002491,2024-08-20,2024-08-01,2000,,CC500,500100,93375.41,D,SA,Payroll/AP
4900002492,2024-08-12,2024-08-01,3000,,CC500,600000,21194.86,D,SA,Payroll/AP
4900002493,2024-08-08,2024-08-01,3000,,CC500,600100,4272.67,D,SA,Payroll/AP
4900002494,2024-08-19,2024-08-01,3000,,CC500,600200,1626.22,D,SA,Payroll/AP
4900002495,2024-08-14,2024-08-01,3000,,CC500,500000,83495.92,D,SA,Payroll/AP
4900002496,2024-08-06,2024-08-01,3000,,CC500,500100,41492.06,D,SA,Payroll/AP
4900002497,2024-09-22,2024-09-01,1000,,CC100,600000,225932.09,D,SA,Payroll/AP
4900002498,2024-09-22,2024-09-01,1000,,CC100,600100,44531.51,D,SA,Payroll/AP
4900002499,2024-09-03,2024-09-01,1000,,CC100,600200,16488.12,D,SA,Payroll/AP
4900002500,2024-09-17,2024-09-01,1000,,CC100,610000,91459.36,D,SA,Payroll/AP
4900002501,2024-09-12,2024-09-01,1000,,CC100,620000,12454.07,D,SA,Payroll/AP
4900002502,2024-09-03,2024-09-01,1000,,CC100,630000,10304.15,D,SA,Payroll/AP
4900002503,2024-09-17,2024-09-01,1000,,CC100,640000,8075.51,D,SA,Payroll/AP
4900002504,2024-09-18,2024-09-01,2000,,CC100,600000,115730.83,D,SA,Payroll/AP
4900002505,2024-09-17,2024-09-01,2000,,CC100,600100,24433.94,D,SA,Payroll/AP
4900002506,2024-09-26,2024-09-01,2000,,CC100,600200,9325.16,D,SA,Payroll/AP
4900002507,2024-09-17,2024-09-01,2000,,CC100,610000,48582.19,D,SA,Payroll/AP
4900002508,2024-09-18,2024-09-01,2000,,CC100,620000,8792.93,D,SA,Payroll/AP
4900002509,2024-09-01,2024-09-01,2000,,CC100,630000,6418.5,D,SA,Payroll/AP
4900002510,2024-09-13,2024-09-01,2000,,CC100,640000,5051.93,D,SA,Payroll/AP
4900002511,2024-09-28,2024-09-01,3000,,CC100,600000,58755.8,D,SA,Payroll/AP
4900002512,2024-09-16,2024-09-01,3000,,CC100,600100,12421.89,D,SA,Payroll/AP
4900002513,2024-09-02,2024-09-01,3000,,CC100,600200,4479.91,D,SA,Payroll/AP
4900002514,2024-09-21,2024-09-01,3000,,CC100,610000,29094.69,D,SA,Payroll/AP
4900002515,2024-09-13,2024-09-01,3000,,CC100,620000,3882.2,D,SA,Payroll/AP
4900002516,2024-09-12,2024-09-01,3000,,CC100,630000,3222.21,D,SA,Payroll/AP
4900002517,2024-09-09,2024-09-01,3000,,CC100,640000,2020.76,D,SA,Payroll/AP
4900002518,2024-09-24,2024-09-01,1000,,CC200,600000,410197.09,D,SA,Payroll/AP
4900002519,2024-09-01,2024-09-01,1000,,CC200,600100,86700.1,D,SA,Payroll/AP
4900002520,2024-09-12,2024-09-01,1000,,CC200,600200,31519.39,D,SA,Payroll/AP
4900002521,2024-09-26,2024-09-01,1000,,CC200,630000,39219.83,D,SA,Payroll/AP
4900002522,2024-09-03,2024-09-01,1000,,CC200,640000,13868.16,D,SA,Payroll/AP
4900002523,2024-09-12,2024-09-01,1000,,CC200,620000,8713.46,D,SA,Payroll/AP
4900002524,2024-09-08,2024-09-01,1000,,CC200,660000,15074.4,D,SA,Payroll/AP
4900002525,2024-09-24,2024-09-01,2000,,CC200,600000,230529.25,D,SA,Payroll/AP
4900002526,2024-09-22,2024-09-01,2000,,CC200,600100,47356.65,D,SA,Payroll/AP
4900002527,2024-09-21,2024-09-01,2000,,CC200,600200,17294.86,D,SA,Payroll/AP
4900002528,2024-09-04,2024-09-01,2000,,CC200,630000,21653.46,D,SA,Payroll/AP
4900002529,2024-09-25,2024-09-01,2000,,CC200,640000,8998.04,D,SA,Payroll/AP
4900002530,2024-09-19,2024-09-01,2000,,CC200,620000,4148.55,D,SA,Payroll/AP
4900002531,2024-09-24,2024-09-01,2000,,CC200,660000,8327.41,D,SA,Payroll/AP
4900002532,2024-09-25,2024-09-01,3000,,CC200,600000,109530.32,D,SA,Payroll/AP
4900002533,2024-09-11,2024-09-01,3000,,CC200,600100,23549.24,D,SA,Payroll/AP
4900002534,2024-09-05,2024-09-01,3000,,CC200,600200,8495.18,D,SA,Payroll/AP
4900002535,2024-09-02,2024-09-01,3000,,CC200,630000,10328.8,D,SA,Payroll/AP
4900002536,2024-09-12,2024-09-01,3000,,CC200,640000,4269.3,D,SA,Payroll/AP
4900002537,2024-09-18,2024-09-01,3000,,CC200,620000,2341.31,D,SA,Payroll/AP
4900002538,2024-09-11,2024-09-01,3000,,CC200,660000,4318.6,D,SA,Payroll/AP
4900002539,2024-09-27,2024-09-01,1000,,CC300,600000,76812.32,D,SA,Payroll/AP
4900002540,2024-09-21,2024-09-01,1000,,CC300,600100,16093.04,D,SA,Payroll/AP
4900002541,2024-09-06,2024-09-01,1000,,CC300,600200,5987.69,D,SA,Payroll/AP
4900002542,2024-09-27,2024-09-01,1000,,CC300,650000,15339.69,D,SA,Payroll/AP
4900002543,2024-09-25,2024-09-01,1000,,CC300,630000,4151.29,D,SA,Payroll/AP
4900002544,2024-09-22,2024-09-01,1000,,CC300,640000,2517.25,D,SA,Payroll/AP
4900002545,2024-09-15,2024-09-01,1000,,CC300,660000,3086.45,D,SA,Payroll/AP
4900002546,2024-09-23,2024-09-01,2000,,CC300,600000,42758.03,D,SA,Payroll/AP
4900002547,2024-09-16,2024-09-01,2000,,CC300,600100,8488.55,D,SA,Payroll/AP
4900002548,2024-09-21,2024-09-01,2000,,CC300,600200,3233.42,D,SA,Payroll/AP
4900002549,2024-09-06,2024-09-01,2000,,CC300,650000,8091.26,D,SA,Payroll/AP
4900002550,2024-09-26,2024-09-01,2000,,CC300,630000,2137.05,D,SA,Payroll/AP
4900002551,2024-09-05,2024-09-01,2000,,CC300,640000,1678.88,D,SA,Payroll/AP
4900002552,2024-09-03,2024-09-01,2000,,CC300,660000,1740.91,D,SA,Payroll/AP
4900002553,2024-09-23,2024-09-01,3000,,CC300,600000,21942.96,D,SA,Payroll/AP
4900002554,2024-09-25,2024-09-01,3000,,CC300,600100,4290.17,D,SA,Payroll/AP
4900002555,2024-09-15,2024-09-01,3000,,CC300,600200,1672.73,D,SA,Payroll/AP
4900002556,2024-09-02,2024-09-01,3000,,CC300,650000,4679.35,D,SA,Payroll/AP
4900002557,2024-09-10,2024-09-01,3000,,CC300,630000,1144.06,D,SA,Payroll/AP
4900002558,2024-09-07,2024-09-01,3000,,CC300,640000,916.21,D,SA,Payroll/AP
4900002559,2024-09-02,2024-09-01,3000,,CC300,660000,909.2,D,SA,Payroll/AP
4900002560,2024-09-26,2024-09-01,1000,,CC400,600000,123422.84,D,SA,Payroll/AP
4900002561,2024-09-07,2024-09-01,1000,,CC400,600100,24933.25,D,SA,Payroll/AP
4900002562,2024-09-02,2024-09-01,1000,,CC400,600200,9498.04,D,SA,Payroll/AP
4900002563,2024-09-11,2024-09-01,1000,,CC400,630000,7865.32,D,SA,Payroll/AP
4900002564,2024-09-10,2024-09-01,1000,,CC400,620000,3108.61,D,SA,Payroll/AP
4900002565,2024-09-17,2024-09-01,1000,,CC400,640000,4488.32,D,SA,Payroll/AP
4900002566,2024-09-13,2024-09-01,2000,,CC400,600000,68221.58,D,SA,Payroll/AP
4900002567,2024-09-27,2024-09-01,2000,,CC400,600100,13347.74,D,SA,Payroll/AP
4900002568,2024-09-18,2024-09-01,2000,,CC400,600200,5244.65,D,SA,Payroll/AP
4900002569,2024-09-16,2024-09-01,2000,,CC400,630000,4452.55,D,SA,Payroll/AP
4900002570,2024-09-09,2024-09-01,2000,,CC400,620000,1458.88,D,SA,Payroll/AP
4900002571,2024-09-02,2024-09-01,2000,,CC400,640000,2637.89,D,SA,Payroll/AP
4900002572,2024-09-25,2024-09-01,3000,,CC400,600000,31367.24,D,SA,Payroll/AP
4900002573,2024-09-21,2024-09-01,3000,,CC400,600100,6800.42,D,SA,Payroll/AP
4900002574,2024-09-07,2024-09-01,3000,,CC400,600200,2563.24,D,SA,Payroll/AP
4900002575,2024-09-10,2024-09-01,3000,,CC400,630000,1974.55,D,SA,Payroll/AP
4900002576,2024-09-12,2024-09-01,3000,,CC400,620000,849.92,D,SA,Payroll/AP
4900002577,2024-09-28,2024-09-01,3000,,CC400,640000,1505.42,D,SA,Payroll/AP
4900002578,2024-09-25,2024-09-01,1000,,CC500,600000,76580.18,D,SA,Payroll/AP
4900002579,2024-09-02,2024-09-01,1000,,CC500,600100,15533.19,D,SA,Payroll/AP
4900002580,2024-09-28,2024-09-01,1000,,CC500,600200,6127.32,D,SA,Payroll/AP
4900002581,2024-09-21,2024-09-01,1000,,CC500,500000,415269.64,D,SA,Payroll/AP
4900002582,2024-09-11,2024-09-01,1000,,CC500,500100,148829.41,D,SA,Payroll/AP
4900002583,2024-09-09,2024-09-01,2000,,CC500,600000,42434.24,D,SA,Payroll/AP
4900002584,2024-09-04,2024-09-01,2000,,CC500,600100,8760.77,D,SA,Payroll/AP
4900002585,2024-09-26,2024-09-01,2000,,CC500,600200,3151.94,D,SA,Payroll/AP
4900002586,2024-09-12,2024-09-01,2000,,CC500,500000,177577.1,D,SA,Payroll/AP
4900002587,2024-09-14,2024-09-01,2000,,CC500,500100,89831.55,D,SA,Payroll/AP
4900002588,2024-09-13,2024-09-01,3000,,CC500,600000,21497.27,D,SA,Payroll/AP
4900002589,2024-09-24,2024-09-01,3000,,CC500,600100,4313.96,D,SA,Payroll/AP
4900002590,2024-09-15,2024-09-01,3000,,CC500,600200,1571.58,D,SA,Payroll/AP
4900002591,2024-09-13,2024-09-01,3000,,CC500,500000,111860.01,D,SA,Payroll/AP
4900002592,2024-09-11,2024-09-01,3000,,CC500,500100,37869.61,D,SA,Payroll/AP
4900002593,2024-10-06,2024-10-01,1000,,CC100,600000,219465.16,D,SA,Payroll/AP
4900002594,2024-10-16,2024-10-01,1000,,CC100,600100,45632.59,D,SA,Payroll/AP
4900002595,2024-10-23,2024-10-01,1000,,CC100,600200,17524.14,D,SA,Payroll/AP
4900002596,2024-10-16,2024-10-01,1000,,CC100,610000,107609.02,D,SA,Payroll/AP
4900002597,2024-10-12,2024-10-01,1000,,CC100,620000,14750.8,D,SA,Payroll/AP
4900002598,2024-10-26,2024-10-01,1000,,CC100,630000,11855.5,D,SA,Payroll/AP
4900002599,2024-10-17,2024-10-01,1000,,CC100,640000,8534.91,D,SA,Payroll/AP
4900002600,2024-10-09,2024-10-01,2000,,CC100,600000,121490.73,D,SA,Payroll/AP
4900002601,2024-10-26,2024-10-01,2000,,CC100,600100,23399.18,D,SA,Payroll/AP
4900002602,2024-10-03,2024-10-01,2000,,CC100,600200,9187.44,D,SA,Payroll/AP
4900002603,2024-10-24,2024-10-01,2000,,CC100,610000,55214.29,D,SA,Payroll/AP
4900002604,2024-10-14,2024-10-01,2000,,CC100,620000,6815.39,D,SA,Payroll/AP
4900002605,2024-10-03,2024-10-01,2000,,CC100,630000,6399.55,D,SA,Payroll/AP
4900002606,2024-10-14,2024-10-01,2000,,CC100,640000,4526.65,D,SA,Payroll/AP
4900002607,2024-10-20,2024-10-01,3000,,CC100,600000,62601.3,D,SA,Payroll/AP
4900002608,2024-10-27,2024-10-01,3000,,CC100,600100,12796.02,D,SA,Payroll/AP
4900002609,2024-10-06,2024-10-01,3000,,CC100,600200,4608.81,D,SA,Payroll/AP
4900002610,2024-10-18,2024-10-01,3000,,CC100,610000,26728.21,D,SA,Payroll/AP
4900002611,2024-10-10,2024-10-01,3000,,CC100,620000,3848.12,D,SA,Payroll/AP
4900002612,2024-10-11,2024-10-01,3000,,CC100,630000,2961.35,D,SA,Payroll/AP
4900002613,2024-10-04,2024-10-01,3000,,CC100,640000,2371.44,D,SA,Payroll/AP
4900002614,2024-10-03,2024-10-01,1000,,CC200,600000,416346.56,D,SA,Payroll/AP
4900002615,2024-10-11,2024-10-01,1000,,CC200,600100,84758.65,D,SA,Payroll/AP
4900002616,2024-10-22,2024-10-01,1000,,CC200,600200,32924.85,D,SA,Payroll/AP
4900002617,2024-10-10,2024-10-01,1000,,CC200,630000,40328.24,D,SA,Payroll/AP
4900002618,2024-10-10,2024-10-01,1000,,CC200,640000,14952.11,D,SA,Payroll/AP
4900002619,2024-10-15,2024-10-01,1000,,CC200,620000,8857.88,D,SA,Payroll/AP
4900002620,2024-10-20,2024-10-01,1000,,CC200,660000,15746.45,D,SA,Payroll/AP
4900002621,2024-10-23,2024-10-01,2000,,CC200,600000,231762.82,D,SA,Payroll/AP
4900002622,2024-10-14,2024-10-01,2000,,CC200,600100,48077.66,D,SA,Payroll/AP
4900002623,2024-10-06,2024-10-01,2000,,CC200,600200,17726.17,D,SA,Payroll/AP
4900002624,2024-10-23,2024-10-01,2000,,CC200,630000,21635.51,D,SA,Payroll/AP
4900002625,2024-10-15,2024-10-01,2000,,CC200,640000,8411.02,D,SA,Payroll/AP
4900002626,2024-10-12,2024-10-01,2000,,CC200,620000,4347.4,D,SA,Payroll/AP
4900002627,2024-10-15,2024-10-01,2000,,CC200,660000,8777.76,D,SA,Payroll/AP
4900002628,2024-10-02,2024-10-01,3000,,CC200,600000,113576.05,D,SA,Payroll/AP
4900002629,2024-10-24,2024-10-01,3000,,CC200,600100,23567.18,D,SA,Payroll/AP
4900002630,2024-10-28,2024-10-01,3000,,CC200,600200,8594.35,D,SA,Payroll/AP
4900002631,2024-10-12,2024-10-01,3000,,CC200,630000,9839.01,D,SA,Payroll/AP
4900002632,2024-10-20,2024-10-01,3000,,CC200,640000,4308.2,D,SA,Payroll/AP
4900002633,2024-10-14,2024-10-01,3000,,CC200,620000,2160.46,D,SA,Payroll/AP
4900002634,2024-10-09,2024-10-01,3000,,CC200,660000,4380.98,D,SA,Payroll/AP
4900002635,2024-10-21,2024-10-01,1000,,CC300,600000,77398.05,D,SA,Payroll/AP
4900002636,2024-10-26,2024-10-01,1000,,CC300,600100,16048.59,D,SA,Payroll/AP
4900002637,2024-10-02,2024-10-01,1000,,CC300,600200,6065.32,D,SA,Payroll/AP
4900002638,2024-10-03,2024-10-01,1000,,CC300,650000,13934.33,D,SA,Payroll/AP
4900002639,2024-10-22,2024-10-01,1000,,CC300,630000,3495.88,D,SA,Payroll/AP
4900002640,2024-10-21,2024-10-01,1000,,CC300,640000,2669.95,D,SA,Payroll/AP
4900002641,2024-10-13,2024-10-01,1000,,CC300,660000,2907.92,D,SA,Payroll/AP
4900002642,2024-10-12,2024-10-01,2000,,CC300,600000,42036.6,D,SA,Payroll/AP
4900002643,2024-10-17,2024-10-01,2000,,CC300,600100,8550.28,D,SA,Payroll/AP
4900002644,2024-10-26,2024-10-01,2000,,CC300,600200,3172.09,D,SA,Payroll/AP
4900002645,2024-10-24,2024-10-01,2000,,CC300,650000,7769.92,D,SA,Payroll/AP
4900002646,2024-10-22,2024-10-01,2000,,CC300,630000,2210.39,D,SA,Payroll/AP
4900002647,2024-10-06,2024-10-01,2000,,CC300,640000,1725.14,D,SA,Payroll/AP
4900002648,2024-10-01,2024-10-01,2000,,CC300,660000,1582.87,D,SA,Payroll/AP
4900002649,2024-10-05,2024-10-01,3000,,CC300,600000,20636.64,D,SA,Payroll/AP
4900002650,2024-10-28,2024-10-01,3000,,CC300,600100,4189.3,D,SA,Payroll/AP
4900002651,2024-10-20,2024-10-01,3000,,CC300,600200,1599.65,D,SA,Payroll/AP
4900002652,2024-10-22,2024-10-01,3000,,CC300,650000,3662.13,D,SA,Payroll/AP
4900002653,2024-10-26,2024-10-01,3000,,CC300,630000,1128.26,D,SA,Payroll/AP
4900002654,2024-10-15,2024-10-01,3000,,CC300,640000,657.4,D,SA,Payroll/AP
4900002655,2024-10-02,2024-10-01,3000,,CC300,660000,785.94,D,SA,Payroll/AP
4900002656,2024-10-05,2024-10-01,1000,,CC400,600000,123966.75,D,SA,Payroll/AP
4900002657,2024-10-03,2024-10-01,1000,,CC400,600100,25369.79,D,SA,Payroll/AP
4900002658,2024-10-08,2024-10-01,1000,,CC400,600200,9989.36,D,SA,Payroll/AP
4900002659,2024-10-25,2024-10-01,1000,,CC400,630000,8175.33,D,SA,Payroll/AP
4900002660,2024-10-21,2024-10-01,1000,,CC400,620000,2842.37,D,SA,Payroll/AP
4900002661,2024-10-12,2024-10-01,1000,,CC400,640000,4694.17,D,SA,Payroll/AP
4900002662,2024-10-12,2024-10-01,2000,,CC400,600000,65236.74,D,SA,Payroll/AP
4900002663,2024-10-13,2024-10-01,2000,,CC400,600100,13852.43,D,SA,Payroll/AP
4900002664,2024-10-19,2024-10-01,2000,,CC400,600200,5116.36,D,SA,Payroll/AP
4900002665,2024-10-02,2024-10-01,2000,,CC400,630000,4732.78,D,SA,Payroll/AP
4900002666,2024-10-20,2024-10-01,2000,,CC400,620000,1639.04,D,SA,Payroll/AP
4900002667,2024-10-05,2024-10-01,2000,,CC400,640000,2571.15,D,SA,Payroll/AP
4900002668,2024-10-22,2024-10-01,3000,,CC400,600000,33059.33,D,SA,Payroll/AP
4900002669,2024-10-15,2024-10-01,3000,,CC400,600100,7107.58,D,SA,Payroll/AP
4900002670,2024-10-12,2024-10-01,3000,,CC400,600200,2559.22,D,SA,Payroll/AP
4900002671,2024-10-12,2024-10-01,3000,,CC400,630000,2539.83,D,SA,Payroll/AP
4900002672,2024-10-15,2024-10-01,3000,,CC400,620000,928.49,D,SA,Payroll/AP
4900002673,2024-10-25,2024-10-01,3000,,CC400,640000,1349.97,D,SA,Payroll/AP
4900002674,2024-10-03,2024-10-01,1000,,CC500,600000,78106.57,D,SA,Payroll/AP
4900002675,2024-10-19,2024-10-01,1000,,CC500,600100,16029.83,D,SA,Payroll/AP
4900002676,2024-10-05,2024-10-01,1000,,CC500,600200,5734.27,D,SA,Payroll/AP
