period,dim1,dim2,gl_account,line_type,budget_amount
2024-02-01,CC400,3000,600200,Opex,2458.54
2024-03-01,CC400,3000,600200,Opex,2469.46
2024-04-01,CC400,3000,600200,Opex,2495.13
2024-05-01,CC400,3000,600200,Opex,2548.6
2024-06-01,CC400,3000,600200,Opex,2565.94
2024-07-01,CC400,3000,600200,Opex,2469.43
2024-08-01,CC400,3000,600200,Opex,2641.81
2024-09-01,CC400,3000,600200,Opex,2609.75
2024-10-01,CC400,3000,600200,Opex,2685.34
2024-11-01,CC400,3000,600200,Opex,2749.25
2024-12-01,CC400,3000,600200,Opex,2816.26
2024-01-01,CC400,3000,620000,Opex,781.28
2024-02-01,CC400,3000,620000,Opex,852.73
2024-03-01,CC400,3000,620000,Opex,654.74
2024-04-01,CC400,3000,620000,Opex,844.31
2024-05-01,CC400,3000,620000,Opex,696.72
2024-06-01,CC400,3000,620000,Opex,822.4
2024-07-01,CC400,3000,620000,Opex,832.78
2024-08-01,CC400,3000,620000,Opex,819.62
2024-09-01,CC400,3000,620000,Opex,919.98
2024-10-01,CC400,3000,620000,Opex,842.69
2024-11-01,CC400,3000,620000,Opex,1017.53
2024-12-01,CC400,3000,620000,Opex,859.99
2024-01-01,CC400,3000,630000,Opex,1952.9
2024-02-01,CC400,3000,630000,Opex,2278.67
2024-03-01,CC400,3000,630000,Opex,2099.64
2024-04-01,CC400,3000,630000,Opex,2273.95
2024-05-01,CC400,3000,630000,Opex,2256.06
2024-06-01,CC400,3000,630000,Opex,2162.34
2024-07-01,CC400,3000,630000,Opex,2439.32
2024-08-01,CC400,3000,630000,Opex,2443.22
2024-09-01,CC400,3000,630000,Opex,2201.76
2024-10-01,CC400,3000,630000,Opex,1767.13
2024-11-01,CC400,3000,630000,Opex,2610.67
2024-12-01,CC400,3000,630000,Opex,2535.1
2024-01-01,CC400,3000,640000,Opex,1278.06
2024-02-01,CC400,3000,640000,Opex,1181.11
2024-03-01,CC400,3000,640000,Opex,1203.57
2024-04-01,CC400,3000,640000,Opex,1204.88
2024-05-01,CC400,3000,640000,Opex,1117.09
2024-06-01,CC400,3000,640000,Opex,1289.95
2024-07-01,CC400,3000,640000,Opex,1190.51
2024-08-01,CC400,3000,640000,Opex,1291.71
2024-09-01,CC400,3000,640000,Opex,1107.21
2024-10-01,CC400,3000,640000,Opex,1520.4
2024-11-01,CC400,3000,640000,Opex,1570.13
2024-12-01,CC400,3000,640000,Opex,1575.25
2024-01-01,CC500,1000,500000,Opex,320492.01
2024-02-01,CC500,1000,500000,Opex,357255.34
2024-03-01,CC500,1000,500000,Opex,412593.87
2024-04-01,CC500,1000,500000,Opex,376040.69
2024-05-01,CC500,1000,500000,Opex,375304.28
2024-06-01,CC500,1000,500000,Opex,328532.35
2024-07-01,CC500,1000,500000,Opex,386316.61
2024-08-01,CC500,1000,500000,Opex,362603.43
2024-09-01,CC500,1000,500000,Opex,378683.0
2024-10-01,CC500,1000,500000,Opex,404535.82
2024-11-01,CC500,1000,500000,Opex,364814.39
2024-12-01,CC500,1000,500000,Opex,374236.39
2024-01-01,CC500,1000,500100,Opex,139153.29
2024-02-01,CC500,1000,500100,Opex,141857.15
2024-03-01,CC500,1000,500100,Opex,159486.95
2024-04-01,CC500,1000,500100,Opex,151009.55
2024-05-01,CC500,1000,500100,Opex,137695.42
2024-06-01,CC500,1000,500100,Opex,132467.7
2024-07-01,CC500,1000,500100,Opex,147487.63
2024-08-01,CC500,1000,500100,Opex,163903.45
2024-09-01,CC500,1000,500100,Opex,136275.89
2024-10-01,CC500,1000,500100,Opex,168672.42
2024-11-01,CC500,1000,500100,Opex,146776.57
2024-12-01,CC500,1000,500100,Opex,175751.85
2024-01-01,CC500,1000,600000,Opex,73897.6
2024-02-01,CC500,1000,600000,Opex,77011.32
2024-03-01,CC500,1000,600000,Opex,76875.52
2024-04-01,CC500,1000,600000,Opex,77812.39
2024-05-01,CC500,1000,600000,Opex,80770.17
2024-06-01,CC500,1000,600000,Opex,79219.05
2024-07-01,CC500,1000,600000,Opex,82304.37
2024-08-01,CC500,1000,600000,Opex,81822.13
2024-09-01,CC500,1000,600000,Opex,81117.97
2024-10-01,CC500,1000,600000,Opex,83124.82
2024-11-01,CC500,1000,600000,Opex,84589.65
2024-12-01,CC500,1000,600000,Opex,84113.89
2024-01-01,CC500,1000,600100,Opex,15346.0
2024-02-01,CC500,1000,600100,Opex,16131.05
2024-03-01,CC500,1000,600100,Opex,15667.13
2024-04-01,CC500,1000,600100,Opex,16001.5
2024-05-01,CC500,1000,600100,Opex,15942.7
2024-06-01,CC500,1000,600100,Opex,16530.61
2024-07-01,CC500,1000,600100,Opex,16338.64
2024-08-01,CC500,1000,600100,Opex,16515.7
2024-09-01,CC500,1000,600100,Opex,17084.68
2024-10-01,CC500,1000,600100,Opex,16718.11
2024-11-01,CC500,1000,600100,Opex,17123.74
2024-12-01,CC500,1000,600100,Opex,17440.97
2024-01-01,CC500,1000,600200,Opex,5690.6
2024-02-01,CC500,1000,600200,Opex,5810.1
2024-03-01,CC500,1000,600200,Opex,5961.57
2024-04-01,CC500,1000,600200,Opex,6004.69
2024-05-01,CC500,1000,600200,Opex,6070.95
2024-06-01,CC500,1000,600200,Opex,6229.37
2024-07-01,CC500,1000,600200,Opex,6428.62
2024-08-01,CC500,1000,600200,Opex,6373.74
2024-09-01,CC500,1000,600200,Opex,6148.37
2024-10-01,CC500,1000,600200,Opex,6332.56
2024-11-01,CC500,1000,600200,Opex,6206.3
2024-12-01,CC500,1000,600200,Opex,6536.67
2024-01-01,CC500,2000,500000,Opex,166405.08
2024-02-01,CC500,2000,500000,Opex,188412.18
2024-03-01,CC500,2000,500000,Opex,210133.59
2024-04-01,CC500,2000,500000,Opex,154269.98
2024-05-01,CC500,2000,500000,Opex,199419.26
2024-06-01,CC500,2000,500000,Opex,151987.12
2024-07-01,CC500,2000,500000,Opex,204485.51
2024-08-01,CC500,2000,500000,Opex,191579.74
2024-09-01,CC500,2000,500000,Opex,222686.2
2024-10-01,CC500,2000,500000,Opex,185503.44
2024-11-01,CC500,2000,500000,Opex,216114.62
2024-12-01,CC500,2000,500000,Opex,171156.61
2024-01-01,CC500,2000,500100,Opex,76859.68
2024-02-01,CC500,2000,500100,Opex,69445.02
2024-03-01,CC500,2000,500100,Opex,82926.6
2024-04-01,CC500,2000,500100,Opex,90197.3
2024-05-01,CC500,2000,500100,Opex,69624.35
2024-06-01,CC500,2000,500100,Opex,86233.59
2024-07-01,CC500,2000,500100,Opex,96166.48
2024-08-01,CC500,2000,500100,Opex,100013.78
2024-09-01,CC500,2000,500100,Opex,79201.34
2024-10-01,CC500,2000,500100,Opex,101727.38
2024-11-01,CC500,2000,500100,Opex,88162.37
2024-12-01,CC500,2000,500100,Opex,97063.59
2024-01-01,CC500,2000,600000,Opex,40909.08
2024-02-01,CC500,2000,600000,Opex,41818.94
2024-03-01,CC500,2000,600000,Opex,42376.53
2024-04-01,CC500,2000,600000,Opex,43595.11
2024-05-01,CC500,2000,600000,Opex,43155.63
2024-06-01,CC500,2000,600000,Opex,41579.03
2024-07-01,CC500,2000,600000,Opex,46155.86
2024-08-01,CC500,2000,600000,Opex,43561.19
2024-09-01,CC500,2000,600000,Opex,44864.61
2024-10-01,CC500,2000,600000,Opex,45323.94
2024-11-01,CC500,2000,600000,Opex,47627.28
2024-12-01,CC500,2000,600000,Opex,46475.28
2024-01-01,CC500,2000,600100,Opex,8274.49
2024-02-01,CC500,2000,600100,Opex,8792.53
2024-03-01,CC500,2000,600100,Opex,8893.76
2024-04-01,CC500,2000,600100,Opex,8799.21
2024-05-01,CC500,2000,600100,Opex,8598.13
2024-06-01,CC500,2000,600100,Opex,8944.15
2024-07-01,CC500,2000,600100,Opex,8966.3
2024-08-01,CC500,2000,600100,Opex,9017.51
2024-09-01,CC500,2000,600100,Opex,9111.44
2024-10-01,CC500,2000,600100,Opex,9273.32
2024-11-01,CC500,2000,600100,Opex,9330.22
2024-12-01,CC500,2000,600100,Opex,9056.28
2024-01-01,CC500,2000,600200,Opex,3211.61
2024-02-01,CC500,2000,600200,Opex,3227.28
2024-03-01,CC500,2000,600200,Opex,3389.68
2024-04-01,CC500,2000,600200,Opex,3310.24
2024-05-01,CC500,2000,600200,Opex,3272.85
2024-06-01,CC500,2000,600200,Opex,3247.05
2024-07-01,CC500,2000,600200,Opex,3454.11
2024-08-01,CC500,2000,600200,Opex,3460.7
2024-09-01,CC500,2000,600200,Opex,3308.77
2024-10-01,CC500,2000,600200,Opex,3475.74
2024-11-01,CC500,2000,600200,Opex,3519.83
2024-12-01,CC500,2000,600200,Opex,3610.98
2024-01-01,CC500,3000,500000,Opex,100805.93
2024-02-01,CC500,3000,500000,Opex,88770.99
2024-03-01,CC500,3000,500000,Opex,104783.65
2024-04-01,CC500,3000,500000,Opex,116528.37
2024-05-01,CC500,3000,500000,Opex,98783.35
2024-06-01,CC500,3000,500000,Opex,97635.21
2024-07-01,CC500,3000,500000,Opex,101530.34
2024-08-01,CC500,3000,500000,Opex,87284.35
2024-09-01,CC500,3000,500000,Opex,91587.96
2024-10-01,CC500,3000,500000,Opex,112376.99
2024-11-01,CC500,3000,500000,Opex,94805.96
2024-12-01,CC500,3000,500000,Opex,91293.31
2024-01-01,CC500,3000,500100,Opex,33343.97
2024-02-01,CC500,3000,500100,Opex,40113.05
2024-03-01,CC500,3000,500100,Opex,43835.54
2024-04-01,CC500,3000,500100,Opex,40736.34
2024-05-01,CC500,3000,500100,Opex,47057.23
2024-06-01,CC500,3000,500100,Opex,41093.6
2024-07-01,CC500,3000,500100,Opex,38780.27
2024-08-01,CC500,3000,500100,Opex,35914.86
2024-09-01,CC500,3000,500100,Opex,43959.6
2024-10-01,CC500,3000,500100,Opex,41899.9
2024-11-01,CC500,3000,500100,Opex,38096.26
2024-12-01,CC500,3000,500100,Opex,43044.24
2024-01-01,CC500,3000,600000,Opex,20184.97
2024-02-01,CC500,3000,600000,Opex,20716.11
2024-03-01,CC500,3000,600000,Opex,21155.79
2024-04-01,CC500,3000,600000,Opex,21631.64
2024-05-01,CC500,3000,600000,Opex,21722.12
2024-06-01,CC500,3000,600000,Opex,22658.18
2024-07-01,CC500,3000,600000,Opex,22307.32
2024-08-01,CC500,3000,600000,Opex,22485.77
2024-09-01,CC500,3000,600000,Opex,22350.7
2024-10-01,CC500,3000,600000,Opex,22624.0
2024-11-01,CC500,3000,600000,Opex,23596.42
2024-12-01,CC500,3000,600000,Opex,23390.08
2024-01-01,CC500,3000,600100,Opex,4298.13
2024-02-01,CC500,3000,600100,Opex,4241.02
2024-03-01,CC500,3000,600100,Opex,4457.93
2024-04-01,CC500,3000,600100,Opex,4494.69
2024-05-01,CC500,3000,600100,Opex,4415.18
2024-06-01,CC500,3000,600100,Opex,4426.56
2024-07-01,CC500,3000,600100,Opex,4440.13
2024-08-01,CC500,3000,600100,Opex,4670.53
2024-09-01,CC500,3000,600100,Opex,4678.97
2024-10-01,CC500,3000,600100,Opex,4784.63
2024-11-01,CC500,3000,600100,Opex,4623.28
2024-12-01,CC500,3000,600100,Opex,4589.85
2024-01-01,CC500,3000,600200,Opex,1572.63
2024-02-01,CC500,3000,600200,Opex,1638.05
2024-03-01,CC500,3000,600200,Opex,1661.68
2024-04-01,CC500,3000,600200,Opex,1556.79
2024-05-01,CC500,3000,600200,Opex,1674.65
2024-06-01,CC500,3000,600200,Opex,1688.0
2024-07-01,CC500,3000,600200,Opex,1638.91
2024-08-01,CC500,3000,600200,Opex,1776.14
2024-09-01,CC500,3000,600200,Opex,1787.75
2024-10-01,CC500,3000,600200,Opex,1804.89
2024-11-01,CC500,3000,600200,Opex,1762.42
2024-12-01,CC500,3000,600200,Opex,1745.12
2025-01-01,PC10,1000,400000,Revenue,969801.84
2025-02-01,PC10,1000,400000,Revenue,974184.61
2025-03-01,PC10,1000,400000,Revenue,982691.01
2025-04-01,PC10,1000,400000,Revenue,1000677.14
2025-05-01,PC10,1000,400000,Revenue,1019191.03
2025-06-01,PC10,1000,400000,Revenue,1036871.31
2025-07-01,PC10,1000,400000,Revenue,1050756.04
2025-08-01,PC10,1000,400000,Revenue,1061074.0
2025-09-01,PC10,1000,400000,Revenue,1089656.47
2025-10-01,PC10,1000,400000,Revenue,1118885.29
2025-11-01,PC10,1000,400000,Revenue,1166501.36
2025-12-01,PC10,1000,400000,Revenue,1189081.07
2025-01-01,PC10,2000,400000,Revenue,528982.82
2025-02-01,PC10,2000,400000,Revenue,531373.42
2025-03-01,PC10,2000,400000,Revenue,536013.27
2025-04-01,PC10,2000,400000,Revenue,545823.89
2025-05-01,PC10,2000,400000,Revenue,555922.38
2025-06-01,PC10,2000,400000,Revenue,565566.17
2025-07-01,PC10,2000,400000,Revenue,573139.66
2025-08-01,PC10,2000,400000,Revenue,578767.64
2025-09-01,PC10,2000,400000,Revenue,594358.08
2025-10-01,PC10,2000,400000,Revenue,610301.07
2025-11-01,PC10,2000,400000,Revenue,636273.47
2025-12-01,PC10,2000,400000,Revenue,648589.68
2025-01-01,PC10,3000,400000,Revenue,264491.42
2025-02-01,PC10,3000,400000,Revenue,265686.72
2025-03-01,PC10,3000,400000,Revenue,268006.64
2025-04-01,PC10,3000,400000,Revenue,272911.95
2025-05-01,PC10,3000,400000,Revenue,277961.19
2025-06-01,PC10,3000,400000,Revenue,282783.08
2025-07-01,PC10,3000,400000,Revenue,286569.83
2025-08-01,PC10,3000,400000,Revenue,289383.82
2025-09-01,PC10,3000,400000,Revenue,297179.04
2025-10-01,PC10,3000,400000,Revenue,305150.53
2025-11-01,PC10,3000,400000,Revenue,318136.73
2025-12-01,PC10,3000,400000,Revenue,324294.84
2025-01-01,PC20,1000,400000,Revenue,688510.48
2025-02-01,PC20,1000,400000,Revenue,712320.11
2025-03-01,PC20,1000,400000,Revenue,729276.61
2025-04-01,PC20,1000,400000,Revenue,740994.28
2025-05-01,PC20,1000,400000,Revenue,750235.67
2025-06-01,PC20,1000,400000,Revenue,769307.71
2025-07-01,PC20,1000,400000,Revenue,784735.77
2025-08-01,PC20,1000,400000,Revenue,789926.76
2025-09-01,PC20,1000,400000,Revenue,807935.81
2025-10-01,PC20,1000,400000,Revenue,830872.79
2025-11-01,PC20,1000,400000,Revenue,845533.92
2025-12-01,PC20,1000,400000,Revenue,859640.32
2025-01-01,PC20,2000,400000,Revenue,375551.17
2025-02-01,PC20,2000,400000,Revenue,388538.24
2025-03-01,PC20,2000,400000,Revenue,397787.25
2025-04-01,PC20,2000,400000,Revenue,404178.69
2025-05-01,PC20,2000,400000,Revenue,409219.46
2025-06-01,PC20,2000,400000,Revenue,419622.39
2025-07-01,PC20,2000,400000,Revenue,428037.7
2025-08-01,PC20,2000,400000,Revenue,430869.14
2025-09-01,PC20,2000,400000,Revenue,440692.26
2025-10-01,PC20,2000,400000,Revenue,453203.33
2025-11-01,PC20,2000,400000,Revenue,461200.32
2025-12-01,PC20,2000,400000,Revenue,468894.72
2025-01-01,PC20,3000,400000,Revenue,187775.58
2025-02-01,PC20,3000,400000,Revenue,194269.13
2025-03-01,PC20,3000,400000,Revenue,198893.62
2025-04-01,PC20,3000,400000,Revenue,202089.35
2025-05-01,PC20,3000,400000,Revenue,204609.73
2025-06-01,PC20,3000,400000,Revenue,209811.19
2025-07-01,PC20,3000,400000,Revenue,214018.85
2025-08-01,PC20,3000,400000,Revenue,215434.57
2025-09-01,PC20,3000,400000,Revenue,220346.13
2025-10-01,PC20,3000,400000,Revenue,226601.67
2025-11-01,PC20,3000,400000,Revenue,230600.16
2025-12-01,PC20,3000,400000,Revenue,234447.36
2025-01-01,PC30,1000,400100,Revenue,169890.55
2025-02-01,PC30,1000,400100,Revenue,154377.64
2025-03-01,PC30,1000,400100,Revenue,195942.87
2025-04-01,PC30,1000,400100,Revenue,208736.37
2025-05-01,PC30,1000,400100,Revenue,174631.73
2025-06-01,PC30,1000,400100,Revenue,272376.38
2025-07-01,PC30,1000,400100,Revenue,160196.75
2025-08-01,PC30,1000,400100,Revenue,171875.49
2025-09-01,PC30,1000,400100,Revenue,318398.85
2025-10-01,PC30,1000,400100,Revenue,216867.92
2025-11-01,PC30,1000,400100,Revenue,241834.5
2025-12-01,PC30,1000,400100,Revenue,251555.33
2025-01-01,PC30,2000,400100,Revenue,92667.58
2025-02-01,PC30,2000,400100,Revenue,84205.98
2025-03-01,PC30,2000,400100,Revenue,106877.92
2025-04-01,PC30,2000,400100,Revenue,113856.2
2025-05-01,PC30,2000,400100,Revenue,95253.66
2025-06-01,PC30,2000,400100,Revenue,148568.94
2025-07-01,PC30,2000,400100,Revenue,87380.05
2025-08-01,PC30,2000,400100,Revenue,93750.27
2025-09-01,PC30,2000,400100,Revenue,173672.11
2025-10-01,PC30,2000,400100,Revenue,118291.59
2025-11-01,PC30,2000,400100,Revenue,131909.72
2025-12-01,PC30,2000,400100,Revenue,137212.0
2025-01-01,PC30,3000,400100,Revenue,46333.79
2025-02-01,PC30,3000,400100,Revenue,42103.0
2025-03-01,PC30,3000,400100,Revenue,53438.97
2025-04-01,PC30,3000,400100,Revenue,56928.1
2025-05-01,PC30,3000,400100,Revenue,47626.84
2025-06-01,PC30,3000,400100,Revenue,74284.47
2025-07-01,PC30,3000,400100,Revenue,43690.02
2025-08-01,PC30,3000,400100,Revenue,46875.14
2025-09-01,PC30,3000,400100,Revenue,86836.05
2025-10-01,PC30,3000,400100,Revenue,59145.79
2025-11-01,PC30,3000,400100,Revenue,65954.87
2025-12-01,PC30,3000,400100,Revenue,68606.0
2025-01-01,PC40,1000,400200,Revenue,473083.18
2025-02-01,PC40,1000,400200,Revenue,475317.57
2025-03-01,PC40,1000,400200,Revenue,477646.65
2025-04-01,PC40,1000,400200,Revenue,480448.52
2025-05-01,PC40,1000,400200,Revenue,479096.52
2025-06-01,PC40,1000,400200,Revenue,477241.83
2025-07-01,PC40,1000,400200,Revenue,475284.06
2025-08-01,PC40,1000,400200,Revenue,471744.06
2025-09-01,PC40,1000,400200,Revenue,475682.15
2025-10-01,PC40,1000,400200,Revenue,475566.59
2025-11-01,PC40,1000,400200,Revenue,478834.48
2025-12-01,PC40,1000,400200,Revenue,475996.07
2025-01-01,PC40,2000,400200,Revenue,258045.36
2025-02-01,PC40,2000,400200,Revenue,259264.14
2025-03-01,PC40,2000,400200,Revenue,260534.54
2025-04-01,PC40,2000,400200,Revenue,262062.83
2025-05-01,PC40,2000,400200,Revenue,261325.37
2025-06-01,PC40,2000,400200,Revenue,260313.72
2025-07-01,PC40,2000,400200,Revenue,259245.86
2025-08-01,PC40,2000,400200,Revenue,257314.94
2025-09-01,PC40,2000,400200,Revenue,259462.99
2025-10-01,PC40,2000,400200,Revenue,259399.95
2025-11-01,PC40,2000,400200,Revenue,261182.44
2025-12-01,PC40,2000,400200,Revenue,259634.23
2025-01-01,PC40,3000,400200,Revenue,129022.68
2025-02-01,PC40,3000,400200,Revenue,129632.07
2025-03-01,PC40,3000,400200,Revenue,130267.27
2025-04-01,PC40,3000,400200,Revenue,131031.41
2025-05-01,PC40,3000,400200,Revenue,130662.68
2025-06-01,PC40,3000,400200,Revenue,130156.86
2025-07-01,PC40,3000,400200,Revenue,129622.93
2025-08-01,PC40,3000,400200,Revenue,128657.48
2025-09-01,PC40,3000,400200,Revenue,129731.49
2025-10-01,PC40,3000,400200,Revenue,129699.98
2025-11-01,PC40,3000,400200,Revenue,130591.22
2025-12-01,PC40,3000,400200,Revenue,129817.11
2025-01-01,CC100,1000,600000,Opex,240197.99
2025-02-01,CC100,1000,600000,Opex,242228.88
2025-03-01,CC100,1000,600000,Opex,247868.87
2025-04-01,CC100,1000,600000,Opex,242548.74
2025-05-01,CC100,1000,600000,Opex,255928.23
2025-06-01,CC100,1000,600000,Opex,257405.9
2025-07-01,CC100,1000,600000,Opex,252389.99
2025-08-01,CC100,1000,600000,Opex,268452.94
2025-09-01,CC100,1000,600000,Opex,268859.19
2025-10-01,CC100,1000,600000,Opex,261163.54
2025-11-01,CC100,1000,600000,Opex,274721.45
2025-12-01,CC100,1000,600000,Opex,276405.41
2025-01-01,CC100,1000,600100,Opex,50349.88
2025-02-01,CC100,1000,600100,Opex,51013.53
2025-03-01,CC100,1000,600100,Opex,49987.0
2025-04-01,CC100,1000,600100,Opex,51135.59
2025-05-01,CC100,1000,600100,Opex,51149.04
2025-06-01,CC100,1000,600100,Opex,50666.05
2025-07-01,CC100,1000,600100,Opex,51870.37
2025-08-01,CC100,1000,600100,Opex,52973.1
2025-09-01,CC100,1000,600100,Opex,52992.5
2025-10-01,CC100,1000,600100,Opex,54302.78
2025-11-01,CC100,1000,600100,Opex,54345.59
2025-12-01,CC100,1000,600100,Opex,56047.04
2025-01-01,CC100,1000,600200,Opex,19078.51
2025-02-01,CC100,1000,600200,Opex,18927.97
2025-03-01,CC100,1000,600200,Opex,18041.08
2025-04-01,CC100,1000,600200,Opex,19271.91
2025-05-01,CC100,1000,600200,Opex,18336.17
2025-06-01,CC100,1000,600200,Opex,20006.88
2025-07-01,CC100,1000,600200,Opex,19362.37
2025-08-01,CC100,1000,600200,Opex,19151.74
2025-09-01,CC100,1000,600200,Opex,19620.86
2025-10-01,CC100,1000,600200,Opex,20853.73
2025-11-01,CC100,1000,600200,Opex,20392.14
2025-12-01,CC100,1000,600200,Opex,20969.7
2025-01-01,CC100,1000,610000,Opex,123585.36
2025-02-01,CC100,1000,610000,Opex,77032.94
2025-03-01,CC100,1000,610000,Opex,109150.43
2025-04-01,CC100,1000,610000,Opex,124001.34
2025-05-01,CC100,1000,610000,Opex,115083.0
2025-06-01,CC100,1000,610000,Opex,116921.68
2025-07-01,CC100,1000,610000,Opex,105484.88
2025-08-01,CC100,1000,610000,Opex,108395.51
2025-09-01,CC100,1000,610000,Opex,108836.64
2025-10-01,CC100,1000,610000,Opex,128054.73
2025-11-01,CC100,1000,610000,Opex,115951.87
2025-12-01,CC100,1000,610000,Opex,114756.13
2025-01-01,CC100,1000,620000,Opex,14621.8
2025-02-01,CC100,1000,620000,Opex,16610.7
2025-03-01,CC100,1000,620000,Opex,18053.82
2025-04-01,CC100,1000,620000,Opex,18414.76
2025-05-01,CC100,1000,620000,Opex,16823.74
2025-06-01,CC100,1000,620000,Opex,15676.74
2025-07-01,CC100,1000,620000,Opex,16326.07
2025-08-01,CC100,1000,620000,Opex,18088.27
2025-09-01,CC100,1000,620000,Opex,14820.34
2025-10-01,CC100,1000,620000,Opex,17553.45
2025-11-01,CC100,1000,620000,Opex,20328.19
2025-12-01,CC100,1000,620000,Opex,15648.8
2025-01-01,CC100,1000,630000,Opex,12134.89
2025-02-01,CC100,1000,630000,Opex,12713.46
2025-03-01,CC100,1000,630000,Opex,13815.23
2025-04-01,CC100,1000,630000,Opex,11429.85
2025-05-01,CC100,1000,630000,Opex,13417.15
2025-06-01,CC100,1000,630000,Opex,13209.0
2025-07-01,CC100,1000,630000,Opex,12208.03
2025-08-01,CC100,1000,630000,Opex,15871.62
2025-09-01,CC100,1000,630000,Opex,12261.94
2025-10-01,CC100,1000,630000,Opex,14108.05
2025-11-01,CC100,1000,630000,Opex,15882.53
2025-12-01,CC100,1000,630000,Opex,15053.61
2025-01-01,CC100,1000,640000,Opex,7730.79
2025-02-01,CC100,1000,640000,Opex,9335.45
2025-03-01,CC100,1000,640000,Opex,10398.59
2025-04-01,CC100,1000,640000,Opex,8767.25
2025-05-01,CC100,1000,640000,Opex,10867.07
2025-06-01,CC100,1000,640000,Opex,8031.9
2025-07-01,CC100,1000,640000,Opex,10534.52
2025-08-01,CC100,1000,640000,Opex,8285.43
2025-09-01,CC100,1000,640000,Opex,9609.86
2025-10-01,CC100,1000,640000,Opex,10156.54
2025-11-01,CC100,1000,640000,Opex,12519.3
2025-12-01,CC100,1000,640000,Opex,11208.53
2025-01-01,CC100,2000,600000,Opex,129536.27
2025-02-01,CC100,2000,600000,Opex,131866.29
2025-03-01,CC100,2000,600000,Opex,137460.32
2025-04-01,CC100,2000,600000,Opex,131987.8
2025-05-01,CC100,2000,600000,Opex,134648.12
2025-06-01,CC100,2000,600000,Opex,139990.31
2025-07-01,CC100,2000,600000,Opex,144287.42
2025-08-01,CC100,2000,600000,Opex,134233.18
2025-09-01,CC100,2000,600000,Opex,137719.69
2025-10-01,CC100,2000,600000,Opex,144573.97
2025-11-01,CC100,2000,600000,Opex,144756.76
2025-12-01,CC100,2000,600000,Opex,150819.16
2025-01-01,CC100,2000,600100,Opex,27527.97
2025-02-01,CC100,2000,600100,Opex,27874.23
2025-03-01,CC100,2000,600100,Opex,27565.49
2025-04-01,CC100,2000,600100,Opex,27642.96
2025-05-01,CC100,2000,600100,Opex,28608.71
2025-06-01,CC100,2000,600100,Opex,27896.78
2025-07-01,CC100,2000,600100,Opex,28409.04
2025-08-01,CC100,2000,600100,Opex,29681.33
2025-09-01,CC100,2000,600100,Opex,29076.39
2025-10-01,CC100,2000,600100,Opex,27845.02
2025-11-01,CC100,2000,600100,Opex,29964.57
2025-12-01,CC100,2000,600100,Opex,29689.11
2025-01-01,CC100,2000,600200,Opex,10454.79
2025-02-01,CC100,2000,600200,Opex,10416.72
2025-03-01,CC100,2000,600200,Opex,10359.49
2025-04-01,CC100,2000,600200,Opex,10512.0
2025-05-01,CC100,2000,600200,Opex,10836.71
2025-06-01,CC100,2000,600200,Opex,10392.22
2025-07-01,CC100,2000,600200,Opex,10830.04
2025-08-01,CC100,2000,600200,Opex,10812.63
2025-09-01,CC100,2000,600200,Opex,11096.94
2025-10-01,CC100,2000,600200,Opex,10933.05
2025-11-01,CC100,2000,600200,Opex,10831.83
2025-12-01,CC100,2000,600200,Opex,11217.81
2025-01-01,CC100,2000,610000,Opex,51785.21
2025-02-01,CC100,2000,610000,Opex,55025.16
2025-03-01,CC100,2000,610000,Opex,56474.97
2025-04-01,CC100,2000,610000,Opex,66751.73
2025-05-01,CC100,2000,610000,Opex,50760.32
2025-06-01,CC100,2000,610000,Opex,52821.58
2025-07-01,CC100,2000,610000,Opex,66015.89
2025-08-01,CC100,2000,610000,Opex,57151.68
2025-09-01,CC100,2000,610000,Opex,57812.81
2025-10-01,CC100,2000,610000,Opex,65705.01
2025-11-01,CC100,2000,610000,Opex,74786.26
2025-12-01,CC100,2000,610000,Opex,54961.22
2025-01-01,CC100,2000,620000,Opex,7939.61
2025-02-01,CC100,2000,620000,Opex,8865.94
2025-03-01,CC100,2000,620000,Opex,8327.18
2025-04-01,CC100,2000,620000,Opex,8613.12
2025-05-01,CC100,2000,620000,Opex,9102.17
2025-06-01,CC100,2000,620000,Opex,9891.39
2025-07-01,CC100,2000,620000,Opex,9405.97
2025-08-01,CC100,2000,620000,Opex,9418.86
2025-09-01,CC100,2000,620000,Opex,10463.59
2025-10-01,CC100,2000,620000,Opex,8110.31
2025-11-01,CC100,2000,620000,Opex,8221.82
2025-12-01,CC100,2000,620000,Opex,9022.71
2025-01-01,CC100,2000,630000,Opex,6733.88
2025-02-01,CC100,2000,630000,Opex,6153.12
2025-03-01,CC100,2000,630000,Opex,7302.78
2025-04-01,CC100,2000,630000,Opex,6721.16
2025-05-01,CC100,2000,630000,Opex,6700.43
2025-06-01,CC100,2000,630000,Opex,6672.71
2025-07-01,CC100,2000,630000,Opex,7240.2
2025-08-01,CC100,2000,630000,Opex,5267.42
2025-09-01,CC100,2000,630000,Opex,7638.01
2025-10-01,CC100,2000,630000,Opex,7615.46
2025-11-01,CC100,2000,630000,Opex,7608.55
2025-12-01,CC100,2000,630000,Opex,8261.75
2025-01-01,CC100,2000,640000,Opex,5205.64
2025-02-01,CC100,2000,640000,Opex,4406.31
2025-03-01,CC100,2000,640000,Opex,5780.51
2025-04-01,CC100,2000,640000,Opex,5286.46
2025-05-01,CC100,2000,640000,Opex,5248.99
